Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17449456,Rebelión en la granja,George Orwell,"Orwell, George","Christopher Hitchens, Marcial Souto","=""8499890954""","=""9788499890951""",5,4.02,DeBolsillo,Mass Market Paperback,140,2014,1945,2020/04/11,2020/04/11,,,read,,,,1,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",4,4.20,Viking,Hardcover,576,2018,2018,2020/04/10,2020/02/06,,,read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",4,4.40,Tor Books,Hardcover,512,2015,2008,2020/01/14,2020/01/09,,,read,,,,1,0
5186293,"Caos, fractales y cosas raras",Eliezer Braun,"Braun, Eliezer",,"=""968166843X""","=""9789681668433""",5,3.73,Fondo de Cultura Económica,Paperback,156,2008,2008,,2020/01/08,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.33,Vintage,Paperback,512,2015,2011,,2020/01/08,,,read,,,,1,0
17046679,"The Boy from Reactor 4 (Nadia Tesla, #1)",Orest Stelmach,"Stelmach, Orest",,"=""1612186084""","=""9781612186085""",3,3.75,Thomas & Mercer,Paperback,388,2013,2011,,2020/01/08,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.22,Crown Publishers,Hardcover,480,2011,2011,,2020/01/08,,,read,,,,1,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,"=""""","=""""",4,4.15,Putnam Juvenile,Hardcover,305,2011,2011,,2020/01/08,,,read,,,,1,0
13414446,"Prodigy (Legend, #2)",Marie Lu,"Lu, Marie",,"=""0399256768""","=""9780399256769""",1,4.22,Putnam Juvenile,Hardcover,371,2013,2013,,2020/01/08,,,read,,,,1,0
16278318,Armada,Ernest Cline,"Cline, Ernest",,"=""0804137250""","=""9780804137256""",5,3.56,Crown Publishing ,Hardcover,355,2015,2015,,2020/01/08,,,read,,,,1,0
36721847,¿Y ahora qué? México ante el 2018 (Spanish Edition),Fundacion Universidad De Guadalajar,"Guadalajar, Fundacion Universidad De",,"=""6073162006""","=""9786073162005""",3,4.09,DEBATE,Kindle Edition,449,2017,,,2020/01/08,,,read,,,,1,0
32862622,La cuarta revolución industrial,Klaus Schwab,"Schwab, Klaus",,"=""8499926991""","=""9788499926995""",4,3.57,DEBATE,Kindle Edition,211,2016,2016,,2020/01/08,,,read,,,,1,0
39786119,De cero a uno: Cómo inventar el futuro,Peter Thiel,"Thiel, Peter",María Maestro Cuadrado,"=""8498753538""","=""9788498753530""",4,4.15,Gestión 2000,Paperback,176,2015,2014,,2020/01/08,,,read,,,,1,0
49393449,La metamorfosis y otros relatos de animales,Franz Kafka,"Kafka, Franz",,"=""""","=""""",3,3.84,Austral,Paperback,245,2019,,,2020/01/08,,,read,,,,1,0
12371862,"Unbreakable (The Legion, #1)",Kami Garcia,"Garcia, Kami",,"=""031621017X""","=""9780316210171""",3,3.78,"Little, Brown Books for Young Readers",Hardcover,305,2013,2013,,2020/01/08,,,read,,,,1,0
11110820,Alejandro / Alexander the Great: La Arrolladora Marcha De La Falange / the Sweeping Motion of the Phalanx (Spanish Edition),Gabriel Sánchez,"Sánchez, Gabriel",,"=""6074571066""","=""9786074571066""",5,4.40,Lectorum S A De C V,Paperback,158,2012,2010,,2020/01/08,,,read,,,,1,0
5974622,Los cuentos de Beedle el Bardo,J.K. Rowling,"Rowling, J.K.",Gemma Rovira Ortega,"=""8498381959""","=""9788498381955""",5,4.03,Salamandra,Hardcover,118,2008,2008,,2020/01/08,,,read,,,,1,0
9395411,Quidditch a través de los tiempos,Kennilworthy Whisp,"Whisp, Kennilworthy","J.K. Rowling, Alicia Dellepiane","=""8498382696""","=""9788498382693""",3,3.79,Salamandra,Paperback,73,2010,2001,,2020/01/08,,,read,,,,1,0
9395407,"Animales fantásticos y dónde encontrarlos (Biblioteca de Hogwarts, #1)",Newt Scamander,"Scamander, Newt",J.K. Rowling,"=""8498382688""","=""9788498382686""",0,3.95,Salamandra,Paperback,64,2010,2001,,2020/01/08,,,read,,,,1,0
18335700,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.04,HarperCollins,Paperback,443,2013,1977,,2020/01/08,,,read,,,,1,0
17013885,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0007509847""","=""9780007509843""",5,4.62,HarperCollins,Paperback,2064,2012,1954,,2020/01/08,,,read,,,,1,0
9724588,"Narraciones Extraordinarias (Sepan Cuantos, #210)",Edgar Allan Poe,"Poe, Edgar Allan",,"=""9700769674""","=""9789700769677""",3,4.17,Porrua,Hardcover,,2007,1840,,2020/01/08,,,read,,,,1,0
3744438,1984,George Orwell,"Orwell, George",Peter Hobley Davison,"=""0141036141""","=""9780141036144""",5,4.20,Penguin Books,Paperback,334,2008,1948,,2020/01/08,,,read,,,,1,0
38359036,"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",Heather   Morris,"Morris, Heather",,"=""006287067X""","=""9780062870674""",3,4.32,Harper,Hardcover,272,2018,2018,,2020/01/08,,,read,,,,1,0
6623016,El Carbono: Cuentos orientales,Pedro Bosch Giral,"Giral, Pedro Bosch",Gabriela Pacheco,"=""968166650X""","=""9789681666507""",5,3.03,Fondo de Cultura Económica,Paperback,122,2006,2006,,2020/01/08,,,read,,,,1,0
8222217,"La caprichosa forma de Globión (La Ciencia para Todos, #168)",Alejandro Illanes Mejía,"Mejía, Alejandro Illanes",,"=""9681660277""","=""9789681660277""",5,3.70,Fondo de Cultura Económica,Paperback,135,1999,1999,,2020/01/08,,,read,,,,1,0
